ITEM_ID,PRICE,BEDS,CITY,POSTAL,CREATED_AT
5c74b164c5c1f10001f7e4f3,35590000,4,Edenwold,S0G1K0,1551139200
5c74b1e4c5c1f10001f7e6f8,25000000,0,Albert Mines,E4H1X1,1551139200
5c74b2c6c5c1f10001f7e930,15900000,1,Wharncliffe,P0R1L0,1551139200
5c74b33ec5c1f10001f7ea74,37990000,1,Woodstock,N4S8L6,1551139200
5c74b347c5c1f10001f7ea78,37990000,1,Woodstock,N4S8L6,1551139200
5c74b3d3c5c1f10001f7ebd3,14120000,3,Burns Lake,V0J1W0,1551139200
5c74b466c5c1f10001f7ede0,36900000,2,Malahide,N0L1B0,1551139200
5c74b4b0c5c1f10001f7ee6c,18590000,4,Freetown,C0B1L0,1551139200
5c74b4c0c5c1f10001f7ee84,54990000,4,Grahams Road,C0B1M0,1551139200
5c74b4d0c5c1f10001f7eeb7,19000000,2,Rocky Point,C0A1H2,1551139200
5c74b532c5c1f10001f7efe3,20990000,3,Conception Bay South,A1X6L6,1551139200
5c74b57dc5c1f10001f7f09c,9900000,3,GILLAMS,A2H6B9,1551139200
5c74b5bfc5c1f10001f7f19c,29900000,3,Clarke's Beach,A0A1W0,1551139200
5c74b609c5c1f10001f7f25b,79980000,4,Ottawa,K1W0A2,1551139200
5c74b65bc5c1f10001f7f371,11250000,3,Bredenbury,S0A0H0,1551139200
5c74b6d1c5c1f10001f7f45f,57290000,4,Langley,V3A3X2,1551139200
5c74b768c5c1f10001f7f597,51200000,3,Kemptville,K0G1T0,1551139200
5c74b7b6c5c1f10001f7f66f,88990000,1,"Downtown Commercial Core, Calgary",T2P3H9,1551139200
5c74b7dfc5c1f10001f7f6f6,31900000,4,Estevan,S4A1K7,1551139200
5c74b812c5c1f10001f7f788,75500000,4,Kelowna,V1Y5H3,1551139200
5c74b847c5c1f10001f7f81e,39990000,3,Martensville,S0K2T1,1551139200
5c74b898c5c1f10001f7f8fe,27990000,3,McIntosh Hill,E4S1B1,1551139200
5c74b8abc5c1f10001f7f927,17990000,2,Shediac,E4P1N9,1551139200
5c74ba35c5c1f10001f7fc8f,55000000,2,Kitchener,N2K1S4,1551139200
5c74bab5c5c1f10001f7fe29,49500000,4,"Southwood, Calgary",T2W0P1,1551139200
5c74bb7ac5c1f10001f80092,67500000,4,"Killarney/Glengarry, Calgary",T2E3A7,1551139200
5c74bb90c5c1f10001f800d6,16000000,4,Weyburn,S4H1X1,1551139200
5c74bbb9c5c1f10001f8015f,220000000,3,Hamilton,L0R1R0,1551139200
5c74bbe3c5c1f10001f801d2,99800000,4,Saskatoon,S7T1E1,1551139200
5c74bc36c5c1f10001f80255,11490000,2,Moncton,E1A3K7,1551139200
5c74bc42c5c1f10001f80283,12990000,3,Westcock,E4L2J3,1551139200
5c74bc45c5c1f10001f80297,8990000,3,Riverview,E1B2V7,1551139200
5c74bc4cc5c1f10001f8029f,24900000,5,Berwyn,T0H0E0,1551139200
5c74bc66c5c1f10001f80307,34990000,3,Antrim,B0N1Y0,1551139200
5c74bc7cc5c1f10001f80347,64990000,5,Tyndal Road,B4H3X9,1551139200
5c74bcf7c5c1f10001f8042d,12000000,0,Rothesay,E2M3S5,1551139200
5c74bd00c5c1f10001f8043b,12000000,0,Rothesay,E2M3S5,1551139200
5c74bd1ac5c1f10001f80477,32390000,3,Canora,S0A0L0,1551139200
5c74bdabc5c1f10001f805bc,26750000,3,Miramichi,E1V6R5,1551139200
5c74be4ec5c1f10001f806c5,36490000,2,Saugeen Shores,N0H2C4,1551139200
5c74be5dc5c1f10001f806cb,40490000,2,Saugeen Shores,N0H2C4,1551139200
5c74be6ac5c1f10001f806d0,40490000,2,Saugeen Shores,N0H2C4,1551139200
5c74bf53c5c1f10001f808cc,54990000,3,Red Deer,T4N2K3,1551139200
5c74c185c5c1f10001f80d4f,81990000,9,Saskatoon,S7W0J5,1551139200
5c74c1f0c5c1f10001f80e2e,47990000,4,Murray Lake,S0M0L0,1551139200
5c74c268c5c1f10001f80fed,33500000,3,St. John's,A1A3G1,1551139200
5c74c276c5c1f10001f81002,15900000,3,Sunnyside,A0B3J0,1551139200
5c74c2c1c5c1f10001f810f0,198000000,5,Alma,E4H1P8,1551139200
5c74c2ccc5c1f10001f81105,6490000,3,Shediac River,E4R2A9,1551139200
5c74c33dc5c1f10001f8123e,79900000,3,Garden Bay,V0N1S1,1551139200
5c74c4dbc5c1f10001f812ee,24990000,2,"Beltline, Calgary",T3C0T3,1551139200
5c74c688c5c1f10001f81371,79800000,2,Vancouver,V5P2S7,1551139200
5c74c753c5c1f10001f813d1,66500000,3,Saddle Hills County,T0H3G0,1551139200
5c74c8a8c5c1f10001f81482,38950000,4,Cold Lake,T9M1P1,1551139200
5c74c93bc5c1f10001f814b5,9000000,2,Edmonton,T6J3V7,1551139200
5c74ce33c5c1f10001f8164e,230000000,4,Squamish,V0N1H0,1551139200
5c74d115c5c1f10001f81785,15900000,3,Grand-Sault,E3Z2H9,1551139200
5c74d142c5c1f10001f817ae,16900000,3,Lac Baker,E7A2J9,1551139200
5c74d83bc5c1f10001f81997,4900000,3,Woodstock,E7M1K7,1551139200
5c74e4c8c5c1f10001f81cd0,239900000,4,West Vancouver,V7V3W3,1551139200
5c74e4ccc5c1f10001f81ce2,198000000,4,Haldimand,N0A1P0,1551139200
5c74f631c5c1f10001f8222d,28900000,5,Mackenzie,V0J2C0,1551139200
5c74f7bcc5c1f10001f82285,38401000,2,ODESSA,K0H2H0,1551139200
5c74f89ac5c1f10001f822db,333333300,5,Vancouver,V5M2A1,1551139200
5c74fa6ec5c1f10001f82366,87990000,4,London,N6K0J2,1551139200
5c74fd8ac5c1f10001f823da,30000000,5,Spirit River,T0H3G0,1551139200
5c74fe89c5c1f10001f824f4,169990000,5,Niagara-on-the-Lake,L0S1J0,1551139200
5c75021cc5c1f10001f828e8,74990000,4,Newmarket,L3Y3R2,1551139200
5c7503cbc5c1f10001f82b8e,52490000,2,Surrey,V4P0G4,1551139200
5c75042cc5c1f10001f82c04,8490000,3,Assiniboia,S0H0B0,1551139200
5c7504bdc5c1f10001f82cca,235000000,4,Surrey,V4A3H4,1551139200
5c7504cec5c1f10001f82cf1,228888800,5,White Rock,V4B2Z1,1551139200
5c7507b2c5c1f10001f83085,22800000,3,Estevan,S4A0R4,1551139200
5c750943c5c1f10001f833f3,19990000,3,Rocky Mountain House,T4T1V4,1551139200
5c750968c5c1f10001f83452,4990000,1,Donalda,T0B1H0,1551139200
5c7509a6c5c1f10001f834de,14900000,5,"Peace, MD",UNKNOWN,1551139200
5c7509f9c5c1f10001f83537,218800000,2,Vancouver,V6C0B5,1551139200
5c750a51c5c1f10001f835e6,76990000,5,Bedford,B4A2E6,1551139200
5c750a71c5c1f10001f83610,1598000000,4,Vancouver,V6H2X1,1551139200
5c750ae5c5c1f10001f83693,95000000,5,Surrey,V3R2R6,1551139200
5c750bf1c5c1f10001f83907,79990000,3,Cameron,K0M1G0,1551139200
5c750c0fc5c1f10001f8393d,15000000,2,Weyburn,S4H0P1,1551139200
5c750c40c5c1f10001f839b3,74990000,5,Regina,S4W0B2,1551139200
5c750d55c5c1f10001f83bf5,69910000,3,"Fireside, Cochrane",T4C2S9,1551139200
5c750e19c5c1f10001f83cb4,89800000,4,Delta,V4K0C4,1551139200
5c750e41c5c1f10001f83cef,16250000,2,Dartmouth,B3A4T7,1551139200
5c750f02c5c1f10001f83e59,29900000,3,Penticton,V2A5J6,1551139200
5c750f1dc5c1f10001f83e7c,61900000,2,Penticton,V2A9C8,1551139200
5c750f2cc5c1f10001f83e9a,149800000,4,Burnaby,V5E1A8,1551139200
5c750f39c5c1f10001f83ee8,22770000,3,Taber,T1G1M1,1551139200
5c751060c5c1f10001f84034,23700000,3,Estevan,S4A2S9,1551139200
5c751156c5c1f10001f84253,38490000,4,Sackville,E4L2Z7,1551139200
5c7511acc5c1f10001f842e8,360000000,4,Leamington,N8H4C9,1551139200
5c7511c3c5c1f10001f842fd,31900000,2,Maple Ridge,V2X0S8,1551139200
5c751278c5c1f10001f843ef,42490000,4,Wellington,B2T0B8,1551139200
5c75145dc5c1f10001f8471b,74900000,4,CAMPBELL RIVER,V9H1V4,1551139200
5c751583c5c1f10001f848e0,29900000,3,Terrace,V8G2M2,1551139200
5c7515a7c5c1f10001f84908,110000000,8,Kitimat,V8C2P4,1551139200
5c751601c5c1f10001f84990,28500000,2,Coquitlam,V3K6L9,1551139200
5c751619c5c1f10001f849ba,165880000,5,Burnaby,V5H4S6,1551139200
5c751634c5c1f10001f849ce,120000000,2,Vancouver,V6S0H7,1551139200
5c7516d6c5c1f10001f84a73,32990000,3,GRAND FALLS - WINDSOR,A2A2Y8,1551139200
5c7516f6c5c1f10001f84aa9,42990000,4,St. John's,A1E5W2,1551139200
5c75179dc5c1f10001f84bb6,275000000,6,Vancouver,V5S1N9,1551139200
5c751827c5c1f10001f84cc8,35990000,3,Battleford,S0M0E0,1551139200
5c751895c5c1f10001f84e0c,69990000,3,Salmo,V0G1Z0,1551139200
5c75190ac5c1f10001f84ecc,18650000,4,Cocagne,E4R3B6,1551139200
5c751913c5c1f10001f84ed2,86900000,0,Squamish,V0V0V0,1551139200
5c751997c5c1f10001f84fbf,78800000,1,Vancouver,V6C0A6,1551139200
5c7519b6c5c1f10001f85017,43900000,3,Hamilton,L8V3R7,1551139200
5c751a56c5c1f10001f85163,91890000,3,Mississauga,L5R0E4,1551139200
5c751cb6c5c1f10001f854ea,44780000,2,Blind Bay,V0E1H1,1551139200
5c751dd9c5c1f10001f85729,47990000,3,Russell Lake,B2W0K9,1551139200
5c751e3ec5c1f10001f85791,850000000,5,West Vancouver,V7V3M7,1551139200
5c751ebbc5c1f10001f858f2,36900000,2,Grand Forks,V0H1H5,1551139200
5c75247bc5c1f10001f861f2,52000000,3,Red Deer,T4P0W4,1551139200
5c7526dec5c1f10001f8657b,89990000,5,Red Deer,T4R0R5,1551139200
5c752723c5c1f10001f8664c,12490000,1,Red Deer,T4P4A2,1551139200
5c7527c8c5c1f10001f86700,58888800,1,Richmond,V6X4L7,1551139200
5c752f7cd4c80c0001c338d6,97500000,3,Beresford,E8K 1A6,1551139200
5c7531a4c5c1f10001f868cf,88000000,2,Burnaby,V5E0A5,1551139200
5c753269c5c1f10001f8690c,549800000,4,West Vancouver,V7V1E7,1551139200
5c75370cc5c1f10001f869be,146800000,6,Vancouver,V5K2E4,1551139200
5c7545b0c5c1f10001f86b85,42490000,4,Waverley,B2R1L5,1551139200
5c7854e1c5c1f10001f91e22,129900000,4,North Vancouver,V7P1N1,1551139200
5c7485bec5c1f10001f7c9e4,22920000,5,Peace River,T8S1V8,1551139200
5c74872fc5c1f10001f7ca6b,182900000,4,North Vancouver,V7G1G5,1551139200
5c748764c5c1f10001f7caa7,23490000,3,Kitimat,V8C1P5,1551139200
5c74896ec5c1f10001f7cb3f,52500000,4,Saint Andrews,E5B3V2,1551139200
5c748decc5c1f10001f7cd1a,57500000,2,Surrey,V3T0K6,1551139200
5c7493ddc5c1f10001f7ce7a,109800000,2,Vancouver,V5Z1B8,1551139200
5c749aa4c5c1f10001f7d04e,69900000,3,Spruce Grove,T7X2P1,1551139200
5c74a006c5c1f10001f7d13a,16990000,2,Edmonton,T6E4B6,1551139200
5c74a731c5c1f10001f7d377,56000000,5,"Varsity, Calgary",T3B3Y7,1551139200
5c74aa3dc5c1f10001f7d488,36990000,1,Woodstock,N4S8L6,1551139200
5c74aa43c5c1f10001f7d48f,36990000,1,Woodstock,N4S8L6,1551139200
5c775927c5c1f10001f905c3,199800000,3,White Rock,V4B0B3,1551139200
5c775d7ac5c1f10001f90645,74888800,3,Surrey,V3X0J5,1551139200
5c875076be7c7e00011a2499,68990000,3,Gravenhurst,P1P1R1,1551139200
5c78f92ec5c1f10001fa8751,249800000,7,Burnaby,V5E1A6,1551139200
5c78fa30c5c1f10001fa87f1,168800000,2,Vancouver,V5Z2Y1,1551139200
5c7900bfc5c1f10001fa891b,39900000,1,Surrey,V3T0L5,1551139200
5c790277c5c1f10001fa893a,33900000,4,Fort St. John,V1J3J7,1551139200
5c790f3ac5c1f10001fa9b79,168000000,5,Vancouver,V5V1L5,1551139200
5c791088c5c1f10001fa9df9,74800000,3,Richmond,V6Y2E6,1551139200
5c79129ec5c1f10001faa21d,9900000,1,Hudsons Hope,V0C1V0,1551139200
5c7922f6c5c1f10001fab69c,53800000,2,Richmond,V6Y1P3,1551139200
5c792a5dc5c1f10001fab86c,94800000,3,Burnaby,V5E0A8,1551139200
5c792bc0c5c1f10001fab8db,109880000,5,Port Coquitlam,V3C2X4,1551139200
5c758c4ac5c1f10001f8869f,40490000,3,"Martindale, Calgary",T3J4H5,1551139200
5c75956ec5c1f10001f88800,44451100,2,ODESSA,K0H2H0,1551139200
5c7595c4c5c1f10001f8883e,27200000,2,Edmonton,T6X0H4,1551139200
5c759845c5c1f10001f88996,24000000,2,St. Albert,T8N3T1,1551139200
5c75a258c5c1f10001f88bb4,478000000,4,Vancouver,V6R2E1,1551139200
5c75a3f2c5c1f10001f88bf8,24500000,3,Fort St. John,V1J4X7,1551139200
5c75acf1c5c1f10001f88d46,89990000,3,FANNY BAY,V0R1W0,1551139200
5c75b526c5c1f10001f88e2b,138800000,3,Richmond,V6X1M1,1551139200
5c75b67bc5c1f10001f88e5f,62998800,2,"Beltline, Calgary",T2R0B1,1551139200
5c75b7ebc5c1f10001f88ea3,149900000,7,Burnaby,V5A2S1,1551139200
5c75c9cec5c1f10001f8913f,14900000,2,Penticton,V2A8L8,1551139200
5c75ca06c5c1f10001f8917c,49990000,4,Woodlands County,T7S1P1,1551139200
5c75ca38c5c1f10001f891f6,4200000,4,Edson,T7E3B2,1551139200
5c75ca45c5c1f10001f8921b,64500000,6,Edson,T7E1A8,1551139200
5c75cb58c5c1f10001f892a4,140000000,2,Victoria,V8Y3H8,1551139200
5c75cbf6c5c1f10001f89363,28000000,3,Ponoka,T4J1B6,1551139200
5c75cc10c5c1f10001f89387,26000000,5,Medicine Hat,T1C1G2,1551139200
5c75ce92c5c1f10001f8971c,33300000,3,Edmonton,T6L1J6,1551139200
5c75cf1bc5c1f10001f897d8,35490000,4,Cold Lake,T9M1C1,1551139200
5c75cf62c5c1f10001f89830,28990000,4,Edmonton,T6T2B4,1551139200
5c75d042c5c1f10001f899a4,45900000,3,Edmonton,T5T4B1,1551139200
5c75d0dec5c1f10001f89aa4,17995000,1,Spruce Grove,T7X0E1,1551139200
5c75d26ec5c1f10001f89cfa,41900000,6,Edmonton,T5Y0A5,1551139200
5c75d297c5c1f10001f89d53,49999900,3,Edmonton,T5S0L1,1551139200
5c76ffcdc5c1f10001f8f8ae,139880000,4,Langley,V1M3T3,1551139200
5c7718e2c5c1f10001f8fc40,46990000,2,Langley,UNKNOWN,1551139200
5c772839c5c1f10001f8ff24,238000000,3,Port Moody,V3H3A6,1551139200
5c772b1bc5c1f10001f8ffb6,205000000,2,Vancouver,V6Z3E6,1551139200
5c77461fc5c1f10001f902ec,24000000,2,Murray Lake,S0M0L0,1551139200
5c7be61fc5c1f10001fbf9de,320000000,5,Burnaby,V3N2N1,1551139200
5c756ec8c5c1f10001f87ea3,13500000,3,Claresholm,T0L0T0,1551139200
5c756ed6c5c1f10001f87ed6,43000000,3,"Shawnessy, Calgary",T2Y2V7,1551139200
5c756ee9c5c1f10001f87f13,129500000,3,"McKenzie Lake, Calgary",T2Z3P1,1551139200
5c756f22c5c1f10001f87fc0,48990000,4,"Bridlewood, Calgary",T2Y3L9,1551139200
5c756f73c5c1f10001f88049,19600000,4,Assiniboia,S0H0B0,1551139200
5c756ff0c5c1f10001f88160,52999000,2,Paris,N3L0A1,1551139200
5c757021c5c1f10001f881e5,300000000,5,Victoria,V8N5X6,1551139200
5c7570a8c5c1f10001f882da,54900000,2,Gilmour,K0L1W0,1551139200
5c75d8b5c5c1f10001f8a28e,98765400,2,Gambier Island,V0V0V0,1551139200
5cbf5beb167b3d0001ddb80a,359900000,2,Surrey,V3S8H6,1551139200
5d15000e62e2200001b4a67e,215000,1,Mississauga,L5B0J8,1561593600
5d15001162e2200001b4a6f6,370000,2,Toronto,M5J2Y5,1561593600
5d1506d962e2200001b524f0,43990000,0,Oshawa,L1L 0J4,1561593600
5d1506dc62e2200001b52515,44990000,0,Oshawa,L1H 5M5,1561593600
5d15071662e2200001b52792,0,2,Whitby,L1N 2Z6,1561593600
5d150d9262e2200001b59a88,110000000,6,Cambridge,N1R 5S2,1561593600
5d150fb462e2200001b5bee5,43400000,6,Tiny,L0L 2J0,1561593600
5d150fc862e2200001b5c037,150000,3,TORONTO,M9W4B2,1561593600
5d150fe962e2200001b5c158,61900000,3,NORFOLK,N0A1N9,1561593600
5d150feb62e2200001b5c170,159000000,6,Toronto,M6E 3R8,1561593600
5d150ffb62e2200001b5c261,189500000,4,MISSISSAUGA,L5H2R6,1561593600
5d15108162e2200001b5cddc,14490000,3,Oromocto,E2V 2K1,1561593600
59a7d761aed0f12ef9c53d88,34900000,4,Central Manitoulin,"",1504137600
59aa5106aed0f15b0c1ef999,39900000,4,Owen Sound,N4K4J8,1504310400
5aac1dad8f5de3000745e2ac,420000000,7,Tobermory,N0H2R0,1521158400
5abc631621b6f400070e976f,97500000,4,Perth East,N5A6S6,1522281600
5ae94eebb568e4000185276f,44300000,2,Ottawa,K1R7T4,1525219200
5ae94eebb568e4000185278c,45250000,2,Ottawa,K1R7T4,1525219200
5aedc3b2e632280001de96cf,62500000,4,Invermere,V0A1K4,1525478400
5aedc4ebe632280001df7d58,115000000,4,Port Coquitlam,V3B4P9,1525478400
5aedcf2be632280001e6fc3b,1880000000,7,Vancouver,V6T1V1,1525478400
5aeeba6fe6322800014f4f96,25940000,3,Petawawa,K8H0B7,1525564800
5aeec020e632280001545a32,12990000,2,Moncton,E1E0A2,1525564800
5aeec212e632280001561491,230000000,6,Vancouver,V5N5E9,1525564800
5aeed270e63228000161e001,32900000,3,St. John's,A1A0S6,1525564800
5aeed272e63228000161e22b,32900000,3,St. John's,A1A0S6,1525564800
5aeed902e63228000167efd6,13490000,2,Medicine Hat,T1C0A8,1525564800
5aeed975e632280001685b14,8000000,3,Alliance,T0B0A0,1525564800
5aeeda93e6322800016964be,555695000,1,Richmond,V6Y1W2,1525564800
5aeeda9fe632280001696f30,27990000,5,Cold Lake,T9M1H4,1525564800
5aeedcb1e6322800016b56d3,29650000,3,Elk Point,T0A1A0,1525564800
5aeedd10e6322800016bacc9,159500000,4,Ottawa,K0A2P0,1525564800
5aeee15fe6322800016f9c3b,25990000,3,Embree,A0G2A0,1525564800
5aeee383e632280001719227,11790000,2,Foremost,T0K0X0,1525564800
5aeee48ee63228000172808e,47890000,3,"Wildflower, Strathmore",T1P0G5,1525564800
5aeeea47e63228000177c000,345000000,4,Clinton,V0K1K0,1525564800
5aeeea50e63228000177c8e2,45990000,5,Blackfalds,T4M0E4,1525564800
5aeeeaf3e63228000178618b,40990000,3,Bonnyville Town,T9N1Y7,1525564800
5aeeeaf4e6322800017861ff,40990000,3,Bonnyville Town,T9N1Y7,1525564800
5aeeeaf4e632280001786205,40990000,3,Bonnyville Town,T9N1Y7,1525564800
5aeeeaf5e63228000178631d,39990000,4,Bonnyville Town,T9M1Y9,1525564800
5aeeeaf5e6322800017863bd,39990000,3,Bonnyville Town,T9N1Y9,1525564800
5aeeec3ee6322800017992f8,21900000,2,Coleman,T0K0M0,1525564800
5aeeedefe6322800017b21dd,31990000,3,St. Johns,A1E4T3,1525564800
5aeef299e6322800017ec363,28400000,4,Gander,A1V2W7,1525564800
5aeef583e63228000180fa2f,275000000,2,Madeira Park,V0N2H0,1525564800
5aeef5cce632280001813061,22990000,4,Placentia,A0B1S0,1525564800
5aeef67be63228000181b659,14500000,1,Claresholm,T0L0T0,1525564800
5aeef701e632280001821af3,22100000,2,Cold Lake,T9M1J7,1525564800
5aeef78ae63228000182809c,9990000,2,Red Deer,T4N4H3,1525564800
5aeefa15e6322800018465f3,11090000,2,Bassano,T0J0B0,1525564800
5aef04dde6322800018c5f7e,260000000,3,Coquitlam,V3K1B6,1525564800
5aef0574e6322800018cd0eb,13650000,3,Moncton,E1A6H8,1525564800
5aef0710e6322800018dfedd,32900000,4,Gander,A1V2B2,1525564800
5aef0717e6322800018e042a,93800000,4,Edmonton,T6W0V5,1525564800
5aef0b0fe63228000190e39d,15250000,4,Claresholm,T0L0T0,1525564800
5aefea27e632280001f792bf,38700000,4,Elk Point,T0A1A0,1525651200
5aefea44e632280001f7ab32,17990000,2,Lethbridge,T1H6B1,1525651200
5aefea66e632280001f7c937,540000000,0,Camrose,T4V1X2,1525651200
5aefea77e632280001f7d868,32990000,3,Olds,T4H1K2,1525651200
5aefeafde632280001f849a9,37900000,4,"Martindale, Calgary",T3J3S8,1525651200
5aefeb36e632280001f87a00,22790000,3,Riondel,V0B2B0,1525651200
5aefeb92e632280001f8c6ae,15990000,4,Trochu,T0M2C0,1525651200
5aefeb92e632280001f8c6c3,16400000,2,Elk Point,T0A1A0,1525651200
5aefeb99e632280001f8cc28,159900000,3,St. Albert,T8N4C8,1525651200
5aefeba7e632280001f8d81a,50500000,4,Ardrossan,T8E0A4,1525651200
5aefebaae632280001f8da11,308000000,4,Vancouver,V5R3N8,1525651200
5aefebd3e632280001f8fc0d,339500000,7,Lakehurst,K0L1J0,1525651200
5aefebece632280001f9112c,19990000,3,Swan Hills,T0G2C0,1525651200
5aefec23e632280001f9423a,22500000,4,Castor,T0C0X0,1525651200
5aefec5ce632280001f96d81,17990000,4,Swan Hills,T0G2C0,1525651200
5aefec5ee632280001f96ec5,160000000,5,Vancouver,V5W2R7,1525651200
5aefec99e632280001f9a1c3,238800000,6,Vancouver,V5K1N5,1525651200
5aefecd0e632280001f9d29a,31500000,4,Drumheller,T0J0Y5,1525651200
